age,gender,nationality,current_city,travel_style,budget_level,preferred_region,preferred_cuisine,travel_with,transport_preference,accommodation_type,budget_avg,is_group,travel_intensity,city
26,female,european,Tozeur,relaxation,medium,south,european,solo,plane,airbnb,157,0,low,Gabes
32,male,other,Tozeur,cultural,low,south,mediterranean,solo,plane,airbnb,59,0,medium,Tunis
45,female,other,Sfax,cultural,high,south,asian,couple,plane,airbnb,237,0,medium,Kairouan
53,female,tunisian,Hammamet,cultural,high,coastal,mediterranean,friends,plane,airbnb,255,1,medium,Kairouan
44,female,other,Mahdia,nature,medium,coastal,indian,couple,public,resort,136,0,medium,Tabarka
20,female,other,Douz,cultural,low,coastal,european,family,public,airbnb,44,1,medium,Tunis
55,female,arab,Sfax,luxury,medium,north,european,friends,car,hostel,166,1,high,Kairouan
22,male,tunisian,Tozeur,relaxation,high,inland,mediterranean,solo,car,hotel,228,0,low,Kairouan
41,female,african,Hammamet,cultural,medium,desert,mediterranean,friends,plane,resort,138,1,medium,Tozeur
40,female,tunisian,Djerba,luxury,high,inland,indian,family,plane,airbnb,396,1,high,Gabes
34,female,arab,Tabarka,luxury,medium,inland,middle_eastern,solo,car,hostel,145,0,high,Gabes
65,male,african,Tunis,party,low,north,mediterranean,family,car,airbnb,45,1,high,Tunis
51,male,african,Tunis,party,high,inland,middle_eastern,friends,plane,hotel,291,1,high,Tabarka
36,female,arab,Djerba,luxury,medium,inland,middle_eastern,couple,plane,airbnb,179,0,high,Tabarka
25,female,other,Douz,party,low,coastal,european,solo,car,resort,63,0,high,Sousse
20,male,tunisian,Sfax,cultural,high,inland,american,family,car,hotel,317,1,medium,Kairouan
58,female,arab,Tabarka,relaxation,low,coastal,european,solo,car,hostel,83,0,low,Djerba
18,male,arab,Hammamet,relaxation,low,coastal,middle_eastern,solo,car,airbnb,76,0,low,Hammamet
67,female,european,Hammamet,relaxation,medium,desert,american,solo,plane,hotel,176,0,low,Tozeur
42,female,other,Gabes,relaxation,low,desert,european,family,car,hotel,71,1,low,Tozeur
21,female,african,Tunis,adventure,medium,north,american,couple,public,hotel,118,0,high,Kairouan
42,male,other,Mahdia,party,medium,inland,american,family,plane,hotel,180,1,high,Tozeur
64,female,african,Hammamet,party,medium,inland,mediterranean,family,plane,resort,178,1,high,Hammamet
34,male,african,Bizerte,luxury,high,desert,mediterranean,family,public,hostel,341,1,high,Tozeur
47,male,tunisian,Hammamet,relaxation,medium,north,european,couple,car,airbnb,150,0,low,Sousse
28,male,tunisian,Djerba,luxury,high,coastal,tunisian,friends,car,resort,269,1,high,Hammamet
49,female,arab,Djerba,cultural,high,north,tunisian,friends,plane,hotel,240,1,medium,Sfax
47,male,african,Hammamet,party,high,coastal,american,family,car,resort,295,1,high,Sousse
25,female,tunisian,Douz,cultural,medium,inland,tunisian,couple,car,hostel,134,0,medium,Kairouan
30,female,tunisian,Bizerte,nature,low,coastal,tunisian,couple,public,airbnb,81,0,medium,Tabarka
47,male,other,Tozeur,nature,high,desert,tunisian,solo,plane,hostel,258,0,medium,Douz
46,female,african,Gabes,adventure,low,inland,american,family,plane,hotel,46,1,high,Sousse
47,female,other,Sfax,cultural,low,inland,middle_eastern,solo,public,hostel,87,0,medium,Kairouan
35,male,other,Kairouan,relaxation,low,desert,indian,solo,public,resort,74,0,low,Douz
21,female,african,Tunis,relaxation,medium,south,tunisian,solo,plane,hostel,158,0,low,Sfax
46,female,arab,Tabarka,luxury,medium,north,asian,friends,car,airbnb,142,1,high,Hammamet
58,male,european,Bizerte,cultural,low,inland,indian,friends,plane,hostel,85,1,medium,Sfax
23,male,arab,Kairouan,cultural,low,inland,mediterranean,family,public,resort,70,1,medium,Tunis
29,male,african,Gabes,party,high,coastal,middle_eastern,solo,public,hotel,349,0,high,Hammamet
48,male,tunisian,Tabarka,luxury,low,north,european,family,public,airbnb,74,1,high,Bizerte
44,male,tunisian,Bizerte,party,low,inland,asian,family,plane,resort,55,1,high,Sfax
22,male,european,Tozeur,nature,low,desert,tunisian,friends,public,hotel,72,1,medium,Tozeur
40,female,arab,Kairouan,party,high,inland,indian,family,plane,hostel,349,1,high,Sfax
63,female,arab,Kairouan,cultural,high,north,european,friends,public,airbnb,371,1,medium,Kairouan
31,male,other,Kairouan,relaxation,medium,desert,asian,friends,plane,resort,132,1,low,Tozeur
32,female,european,Kairouan,cultural,high,coastal,african,solo,plane,hostel,252,0,medium,Kairouan
50,male,european,Sfax,cultural,low,north,tunisian,solo,public,resort,89,0,medium,Kairouan
29,male,african,Tunis,luxury,medium,north,african,friends,car,hostel,167,1,high,Gabes
30,male,arab,Sfax,relaxation,medium,coastal,indian,solo,public,resort,131,0,low,Djerba
45,female,african,Tabarka,luxury,medium,south,tunisian,friends,plane,airbnb,124,1,high,Gabes
32,female,european,Sousse,luxury,low,north,african,friends,public,airbnb,75,1,high,Mahdia
31,male,other,Hammamet,party,low,desert,tunisian,solo,plane,resort,50,0,high,Douz
19,female,tunisian,Sfax,luxury,high,south,american,couple,public,resort,255,0,high,Gabes
63,female,other,Sousse,party,low,south,mediterranean,family,public,airbnb,75,1,high,Sfax
69,male,other,Tabarka,adventure,medium,north,african,couple,plane,hotel,112,0,high,Hammamet
22,male,european,Hammamet,adventure,low,inland,indian,family,public,resort,55,1,high,Bizerte
62,female,tunisian,Kairouan,adventure,medium,south,asian,family,plane,hotel,163,1,high,Gabes
40,male,other,Bizerte,nature,medium,coastal,indian,family,car,hotel,177,1,medium,Tabarka
41,male,african,Hammamet,relaxation,high,coastal,african,solo,plane,airbnb,243,0,low,Hammamet
36,female,tunisian,Gabes,luxury,high,coastal,european,friends,public,resort,326,1,high,Sousse
18,male,european,Bizerte,relaxation,high,coastal,african,couple,plane,airbnb,334,0,low,Mahdia
33,female,tunisian,Tabarka,luxury,medium,coastal,tunisian,couple,public,hostel,137,0,high,Sousse
46,male,tunisian,Tozeur,relaxation,high,south,middle_eastern,couple,car,hostel,363,0,low,Sfax
19,female,other,Gabes,luxury,medium,south,african,friends,public,hotel,125,1,high,Sfax
25,female,african,Sousse,relaxation,medium,north,mediterranean,family,plane,hostel,147,1,low,Gabes
31,male,african,Tozeur,nature,high,coastal,tunisian,couple,car,hotel,391,0,medium,Tabarka
49,male,arab,Bizerte,relaxation,medium,inland,asian,friends,public,resort,135,1,low,Tozeur
52,female,other,Bizerte,cultural,low,south,american,family,car,hotel,69,1,medium,Kairouan
28,male,european,Bizerte,luxury,medium,desert,middle_eastern,solo,car,airbnb,176,0,high,Tozeur
40,female,other,Djerba,cultural,medium,north,mediterranean,family,public,airbnb,152,1,medium,Tunis
27,male,other,Hammamet,party,medium,coastal,middle_eastern,friends,car,hotel,138,1,high,Hammamet
46,male,european,Sousse,luxury,low,coastal,tunisian,couple,public,resort,46,0,high,Hammamet
22,female,african,Kairouan,party,low,inland,american,friends,public,hostel,66,1,high,Kairouan
65,male,tunisian,Tozeur,luxury,medium,south,middle_eastern,solo,public,airbnb,167,0,high,Gabes
18,male,arab,Tunis,party,high,south,mediterranean,solo,car,hostel,379,0,high,Sfax
43,female,other,Tabarka,luxury,low,south,european,solo,public,hostel,49,0,high,Sfax
19,female,arab,Tunis,luxury,low,desert,african,couple,car,resort,43,0,high,Douz
59,male,arab,Sfax,party,medium,desert,asian,couple,car,hostel,124,0,high,Tozeur
22,male,european,Kairouan,cultural,medium,inland,european,friends,plane,hostel,178,1,medium,Kairouan
22,female,tunisian,Sousse,nature,high,coastal,american,couple,plane,airbnb,201,0,medium,Tabarka
27,male,european,Sfax,relaxation,high,coastal,indian,couple,car,resort,300,0,low,Mahdia
18,male,arab,Sousse,relaxation,high,coastal,tunisian,couple,plane,airbnb,263,0,low,Djerba
48,male,european,Hammamet,cultural,medium,coastal,asian,solo,public,hotel,110,0,medium,Kairouan
54,male,other,Tunis,cultural,low,inland,american,friends,public,hostel,73,1,medium,Sfax
63,male,african,Djerba,cultural,low,coastal,african,family,car,hotel,53,1,medium,Sfax
27,female,other,Tunis,cultural,medium,south,african,family,plane,airbnb,170,1,medium,Sfax
62,female,other,Kairouan,adventure,low,coastal,american,solo,plane,hostel,56,0,high,Douz
53,male,european,Djerba,cultural,low,north,indian,couple,car,resort,46,0,medium,Kairouan
24,female,european,Djerba,relaxation,low,inland,tunisian,couple,public,hotel,83,0,low,Mahdia
23,male,other,Hammamet,adventure,high,desert,european,couple,plane,hotel,233,0,high,Douz
35,male,tunisian,Kairouan,party,high,inland,european,family,plane,airbnb,285,1,high,Hammamet
50,female,african,Djerba,cultural,medium,inland,middle_eastern,couple,public,resort,108,0,medium,Tunis
48,female,other,Tunis,adventure,medium,south,middle_eastern,solo,plane,hotel,149,0,high,Sfax
61,female,european,Tabarka,luxury,low,north,american,couple,car,airbnb,79,0,high,Tunis
45,male,arab,Tabarka,luxury,medium,desert,mediterranean,solo,public,resort,108,0,high,Douz
28,male,african,Mahdia,cultural,high,inland,american,friends,public,resort,335,1,medium,Sfax
45,male,other,Gabes,relaxation,high,south,african,solo,plane,airbnb,385,0,low,Sfax
59,male,tunisian,Djerba,luxury,high,coastal,asian,couple,car,hostel,215,0,high,Djerba
49,female,arab,Sfax,adventure,medium,desert,african,couple,public,hotel,169,0,high,Douz
52,female,arab,Hammamet,party,medium,inland,european,friends,plane,hotel,119,1,high,Tunis
60,female,african,Douz,cultural,low,desert,asian,friends,car,hostel,80,1,medium,Tozeur
35,female,other,Gabes,adventure,medium,coastal,american,family,public,airbnb,151,1,high,Sousse
42,male,european,Tabarka,adventure,high,inland,indian,couple,public,hostel,235,0,high,Tozeur
55,male,other,Tozeur,cultural,high,south,middle_eastern,solo,public,resort,225,0,medium,Kairouan
62,female,arab,Kairouan,adventure,medium,south,american,couple,car,hostel,123,0,high,Gabes
21,female,african,Tabarka,cultural,high,north,european,solo,car,hostel,382,0,medium,Sfax
50,male,other,Gabes,relaxation,medium,south,asian,couple,public,hotel,139,0,low,Sfax
42,female,european,Hammamet,cultural,low,south,mediterranean,friends,car,resort,84,1,medium,Sfax
66,male,european,Bizerte,luxury,medium,north,asian,solo,car,hostel,117,0,high,Sfax
18,female,other,Bizerte,adventure,low,south,asian,solo,car,airbnb,72,0,high,Gabes
46,male,european,Mahdia,cultural,low,inland,middle_eastern,couple,plane,resort,40,0,medium,Kairouan
27,female,european,Tabarka,luxury,high,coastal,tunisian,family,public,hostel,266,1,high,Mahdia
36,male,other,Sousse,adventure,high,north,middle_eastern,friends,plane,hotel,325,1,high,Gabes
23,male,arab,Tozeur,party,low,north,african,friends,public,airbnb,64,1,high,Tunis
43,female,african,Tunis,luxury,high,north,indian,family,car,airbnb,307,1,high,Sousse
68,female,arab,Mahdia,adventure,medium,inland,indian,family,car,hotel,117,1,high,Mahdia
31,female,european,Bizerte,cultural,medium,north,middle_eastern,friends,car,airbnb,107,1,medium,Kairouan
37,female,tunisian,Tabarka,party,medium,coastal,european,solo,plane,hotel,150,0,high,Sousse
45,female,european,Mahdia,relaxation,high,coastal,middle_eastern,solo,car,hotel,246,0,low,Djerba
25,female,arab,Hammamet,party,low,coastal,mediterranean,couple,public,hotel,70,0,high,Sousse
53,female,tunisian,Tabarka,adventure,low,coastal,indian,solo,plane,airbnb,46,0,high,Sfax
51,male,african,Kairouan,nature,high,coastal,asian,friends,car,hotel,342,1,medium,Tabarka
38,male,arab,Kairouan,luxury,low,coastal,indian,couple,plane,resort,77,0,high,Mahdia
67,female,other,Douz,nature,low,inland,mediterranean,solo,plane,airbnb,75,0,medium,Bizerte
68,female,european,Tabarka,luxury,high,inland,mediterranean,couple,car,resort,247,0,high,Tunis
28,male,other,Kairouan,luxury,low,inland,tunisian,family,car,hotel,42,1,high,Sousse
22,female,tunisian,Sfax,luxury,low,inland,mediterranean,friends,plane,hotel,75,1,high,Kairouan
32,male,european,Douz,cultural,high,coastal,american,family,car,resort,298,1,medium,Tunis
27,female,tunisian,Douz,cultural,high,north,asian,solo,car,resort,343,0,medium,Kairouan
37,male,tunisian,Tozeur,party,high,north,tunisian,solo,car,resort,352,0,high,Tunis
32,female,african,Tunis,party,low,coastal,mediterranean,friends,plane,hotel,65,1,high,Sousse
28,male,african,Tunis,party,medium,desert,american,solo,plane,hostel,178,0,high,Tozeur
48,female,other,Gabes,luxury,low,north,european,solo,public,hotel,78,0,high,Douz
50,male,african,Tabarka,luxury,low,desert,asian,couple,public,airbnb,65,0,high,Douz
30,male,arab,Gabes,relaxation,medium,inland,american,couple,car,hotel,176,0,low,Mahdia
64,male,african,Gabes,adventure,medium,desert,european,family,public,hotel,163,1,high,Douz
43,female,other,Tabarka,adventure,low,coastal,tunisian,friends,plane,hostel,43,1,high,Kairouan
18,male,tunisian,Sousse,adventure,low,desert,tunisian,couple,car,resort,76,0,high,Douz
48,female,european,Sfax,adventure,high,desert,european,friends,plane,airbnb,296,1,high,Douz
32,male,european,Sousse,cultural,low,desert,tunisian,solo,car,hotel,47,0,medium,Douz
56,male,african,Gabes,party,medium,coastal,mediterranean,solo,public,resort,132,0,high,Hammamet
61,male,other,Bizerte,party,high,coastal,indian,solo,car,airbnb,347,0,high,Hammamet
57,male,arab,Tozeur,nature,high,coastal,mediterranean,couple,car,hotel,216,0,medium,Tabarka
68,male,other,Douz,relaxation,medium,north,american,family,plane,resort,153,1,low,Hammamet
30,female,other,Hammamet,nature,low,north,asian,family,public,airbnb,88,1,medium,Tabarka
42,male,arab,Gabes,luxury,high,south,european,family,public,hostel,319,1,high,Gabes
18,male,tunisian,Tozeur,relaxation,low,north,tunisian,solo,car,hostel,81,0,low,Gabes
55,female,arab,Sfax,nature,medium,inland,mediterranean,couple,public,airbnb,107,0,medium,Bizerte
66,female,african,Mahdia,nature,medium,desert,middle_eastern,family,car,airbnb,128,1,medium,Douz
29,male,other,Gabes,party,high,desert,european,friends,public,hostel,208,1,high,Douz
59,male,african,Kairouan,nature,medium,desert,american,solo,car,hotel,118,0,medium,Douz
19,female,arab,Sfax,cultural,medium,north,european,solo,car,hostel,160,0,medium,Tunis
47,male,european,Tozeur,party,medium,desert,african,solo,public,airbnb,114,0,high,Douz
22,female,tunisian,Djerba,relaxation,low,north,middle_eastern,family,public,resort,87,1,low,Sousse
37,male,other,Hammamet,party,low,north,mediterranean,friends,public,airbnb,53,1,high,Hammamet
21,female,arab,Kairouan,nature,medium,coastal,indian,couple,public,hostel,166,0,medium,Tabarka
28,male,tunisian,Djerba,adventure,low,north,american,couple,plane,hotel,85,0,high,Sousse
27,male,arab,Tabarka,nature,high,north,indian,couple,plane,hostel,200,0,medium,Tabarka
60,male,african,Bizerte,adventure,low,desert,tunisian,solo,car,hostel,75,0,high,Douz
36,female,arab,Hammamet,party,medium,coastal,tunisian,couple,public,airbnb,175,0,high,Sousse
68,female,european,Gabes,cultural,low,south,middle_eastern,couple,plane,hotel,77,0,medium,Tunis
68,female,other,Sousse,cultural,high,inland,american,friends,plane,hotel,327,1,medium,Tunis
64,male,european,Djerba,cultural,medium,coastal,middle_eastern,solo,plane,hotel,144,0,medium,Kairouan
49,male,european,Sousse,luxury,medium,north,indian,couple,public,hotel,134,0,high,Hammamet
67,male,african,Hammamet,party,low,coastal,mediterranean,couple,plane,hotel,53,0,high,Sousse
44,female,tunisian,Sfax,cultural,low,desert,asian,solo,public,hostel,40,0,medium,Douz
22,female,european,Tozeur,luxury,medium,desert,middle_eastern,solo,plane,resort,163,0,high,Douz
69,female,european,Kairouan,adventure,medium,north,european,couple,plane,hostel,145,0,high,Kairouan
41,male,african,Sfax,adventure,low,south,american,solo,car,hostel,80,0,high,Sfax
35,male,european,Djerba,party,medium,south,indian,friends,public,resort,144,1,high,Gabes
64,male,european,Sousse,party,low,south,african,solo,public,airbnb,69,0,high,Gabes
64,male,african,Sfax,luxury,high,north,indian,couple,public,hostel,318,0,high,Gabes
61,female,tunisian,Djerba,party,high,south,indian,friends,plane,hotel,312,1,high,Gabes
51,male,other,Kairouan,cultural,medium,inland,american,family,public,hotel,172,1,medium,Tunis
64,female,tunisian,Sfax,party,high,inland,mediterranean,solo,public,resort,387,0,high,Tabarka
57,male,tunisian,Tunis,cultural,low,south,indian,family,plane,hostel,69,1,medium,Kairouan
61,female,other,Sousse,party,medium,coastal,american,couple,car,hotel,124,0,high,Hammamet
55,female,other,Djerba,adventure,low,north,tunisian,friends,plane,airbnb,89,1,high,Tunis
32,female,other,Tunis,cultural,high,desert,asian,couple,public,hostel,346,0,medium,Tozeur
53,male,tunisian,Douz,cultural,high,south,indian,friends,car,hostel,361,1,medium,Kairouan
56,male,european,Douz,luxury,low,inland,european,family,car,hostel,88,1,high,Tunis
59,female,tunisian,Tabarka,luxury,high,south,asian,friends,car,hotel,311,1,high,Gabes
24,female,african,Sfax,party,low,coastal,indian,family,car,resort,56,1,high,Hammamet
60,male,african,Sousse,nature,low,inland,american,family,plane,hostel,43,1,medium,Bizerte
31,male,african,Mahdia,relaxation,high,south,african,family,public,airbnb,384,1,low,Gabes
55,female,other,Mahdia,nature,medium,desert,tunisian,solo,public,airbnb,153,0,medium,Douz
66,male,arab,Tozeur,relaxation,medium,inland,european,couple,public,hostel,177,0,low,Douz
27,female,arab,Sousse,relaxation,medium,coastal,european,family,car,resort,157,1,low,Hammamet
55,female,other,Tabarka,party,low,north,european,couple,public,airbnb,60,0,high,Bizerte
53,female,other,Gabes,nature,high,desert,african,family,public,resort,358,1,medium,Tozeur
26,female,other,Mahdia,cultural,low,coastal,american,couple,car,airbnb,80,0,medium,Tunis
20,male,other,Kairouan,cultural,high,inland,middle_eastern,friends,car,resort,243,1,medium,Tunis
44,male,european,Tozeur,relaxation,low,coastal,african,solo,plane,hotel,77,0,low,Sousse
20,male,arab,Hammamet,adventure,high,north,american,solo,plane,resort,268,0,high,Tunis
61,female,arab,Bizerte,party,high,coastal,indian,couple,plane,hotel,383,0,high,Sousse
27,female,european,Tabarka,relaxation,high,south,african,family,public,hostel,298,1,low,Gabes
60,male,african,Djerba,adventure,high,coastal,african,couple,public,airbnb,349,0,high,Tabarka
69,male,african,Tabarka,nature,low,inland,indian,solo,car,resort,83,0,medium,Bizerte
31,male,tunisian,Gabes,luxury,low,north,european,couple,plane,hotel,73,0,high,Hammamet
33,female,tunisian,Tozeur,adventure,high,inland,asian,friends,car,airbnb,210,1,high,Kairouan
23,female,tunisian,Bizerte,cultural,medium,north,middle_eastern,family,car,hotel,127,1,medium,Sfax
48,female,african,Tozeur,luxury,medium,inland,indian,family,plane,hostel,123,1,high,Tunis
47,female,arab,Tozeur,nature,high,north,asian,solo,plane,hotel,345,0,medium,Bizerte
47,female,african,Tabarka,luxury,medium,coastal,tunisian,solo,car,resort,153,0,high,Mahdia
30,female,tunisian,Hammamet,cultural,medium,inland,indian,solo,car,hotel,160,0,medium,Sfax
43,female,african,Tabarka,relaxation,medium,coastal,african,couple,public,resort,176,0,low,Sousse
34,female,arab,Bizerte,cultural,low,coastal,american,solo,public,resort,72,0,medium,Sfax
48,male,european,Sousse,nature,high,desert,asian,solo,plane,resort,239,0,medium,Tozeur
65,male,european,Djerba,relaxation,low,north,tunisian,family,public,hotel,58,1,low,Hammamet
25,male,other,Tozeur,party,medium,south,tunisian,friends,public,hotel,148,1,high,Sfax
41,female,african,Gabes,cultural,high,north,tunisian,couple,car,hostel,205,0,medium,Tunis
32,male,other,Sfax,cultural,low,south,european,couple,car,hotel,40,0,medium,Sfax
60,female,african,Kairouan,party,medium,desert,american,solo,plane,airbnb,170,0,high,Douz
36,female,other,Tozeur,luxury,low,inland,african,solo,car,hostel,65,0,high,Tozeur
66,male,other,Djerba,luxury,low,desert,african,couple,plane,resort,69,0,high,Douz
55,male,tunisian,Douz,relaxation,medium,desert,indian,friends,car,resort,144,1,low,Tozeur
25,male,african,Sousse,party,medium,coastal,european,friends,car,hotel,152,1,high,Hammamet
47,female,african,Djerba,luxury,high,coastal,american,solo,plane,hotel,358,0,high,Sousse
52,female,african,Tabarka,relaxation,high,inland,tunisian,friends,plane,resort,223,1,low,Kairouan
18,male,european,Sousse,relaxation,low,north,mediterranean,solo,public,hotel,62,0,low,Sousse
44,male,african,Sousse,luxury,high,desert,mediterranean,family,plane,resort,241,1,high,Douz
27,female,tunisian,Bizerte,nature,medium,inland,asian,solo,car,airbnb,130,0,medium,Bizerte
58,male,tunisian,Sfax,adventure,medium,coastal,american,family,plane,hotel,128,1,high,Douz
24,female,tunisian,Sfax,luxury,high,coastal,american,family,public,airbnb,323,1,high,Sousse
18,male,other,Sousse,luxury,medium,coastal,indian,family,plane,hostel,132,1,high,Sousse
58,male,african,Sousse,party,medium,desert,middle_eastern,family,public,airbnb,153,1,high,Tozeur
64,male,other,Sousse,luxury,medium,south,american,family,plane,hotel,126,1,high,Sfax
25,female,arab,Sfax,luxury,high,north,tunisian,friends,car,hotel,343,1,high,Kairouan
24,male,arab,Sfax,nature,medium,inland,tunisian,friends,car,hostel,178,1,medium,Tabarka
43,female,arab,Bizerte,adventure,medium,desert,african,solo,plane,airbnb,103,0,high,Tozeur
24,male,arab,Bizerte,relaxation,low,south,tunisian,friends,public,airbnb,61,1,low,Sfax
51,female,african,Kairouan,luxury,medium,desert,tunisian,solo,public,hotel,171,0,high,Tozeur
66,female,european,Douz,nature,medium,south,middle_eastern,couple,car,hostel,175,0,medium,Tabarka
43,male,african,Sfax,adventure,medium,desert,indian,friends,public,airbnb,169,1,high,Tozeur
52,female,other,Bizerte,party,low,inland,middle_eastern,friends,car,hostel,57,1,high,Tozeur
18,female,other,Douz,adventure,medium,inland,indian,solo,public,resort,124,0,high,Kairouan
22,female,tunisian,Tabarka,relaxation,high,north,middle_eastern,couple,public,hostel,332,0,low,Bizerte
47,female,african,Tabarka,relaxation,low,coastal,european,solo,car,airbnb,62,0,low,Sousse
19,male,other,Kairouan,adventure,medium,coastal,african,solo,car,airbnb,179,0,high,Douz
44,male,other,Djerba,party,high,north,african,solo,public,hostel,216,0,high,Gabes
55,male,arab,Sousse,cultural,high,desert,mediterranean,couple,car,resort,363,0,medium,Tozeur
19,male,european,Kairouan,luxury,low,desert,middle_eastern,family,public,hostel,83,1,high,Douz
39,female,european,Tunis,nature,medium,north,tunisian,family,car,hotel,165,1,medium,Tabarka
44,female,other,Sousse,luxury,high,inland,asian,couple,plane,airbnb,281,0,high,Tabarka
39,female,other,Tunis,cultural,high,south,european,family,public,airbnb,283,1,medium,Kairouan
56,female,european,Sfax,cultural,low,coastal,asian,friends,car,hotel,56,1,medium,Kairouan
59,female,other,Tozeur,luxury,high,coastal,american,solo,public,resort,226,0,high,Djerba
67,female,european,Tozeur,luxury,low,south,european,friends,public,hotel,42,1,high,Sfax
40,female,tunisian,Hammamet,luxury,high,desert,indian,couple,plane,resort,371,0,high,Douz
26,male,african,Gabes,luxury,high,desert,asian,solo,car,hotel,359,0,high,Douz
52,male,tunisian,Bizerte,nature,high,desert,middle_eastern,couple,plane,hotel,275,0,medium,Douz
38,female,african,Tunis,nature,medium,south,middle_eastern,family,car,airbnb,176,1,medium,Bizerte
48,male,european,Sfax,cultural,low,inland,indian,solo,plane,hostel,85,0,medium,Sfax
66,male,tunisian,Mahdia,luxury,medium,desert,american,family,car,hostel,132,1,high,Douz
19,female,other,Sfax,nature,high,desert,asian,solo,car,hostel,378,0,medium,Douz
61,female,tunisian,Mahdia,relaxation,high,coastal,european,couple,plane,resort,214,0,low,Mahdia
44,female,other,Mahdia,adventure,high,north,european,couple,public,resort,289,0,high,Bizerte
56,female,european,Sfax,adventure,high,desert,mediterranean,solo,plane,hotel,312,0,high,Douz
52,female,european,Tunis,cultural,medium,north,american,family,public,hotel,101,1,medium,Kairouan
28,male,african,Djerba,adventure,medium,coastal,asian,friends,car,airbnb,147,1,high,Tabarka
61,female,european,Kairouan,adventure,high,north,mediterranean,couple,plane,resort,388,0,high,Gabes
69,female,arab,Tabarka,party,medium,inland,indian,family,public,hostel,178,1,high,Kairouan
40,female,other,Sousse,adventure,high,north,tunisian,solo,plane,resort,305,0,high,Tozeur
41,female,african,Bizerte,nature,low,desert,middle_eastern,family,car,airbnb,52,1,medium,Tozeur
69,male,arab,Tozeur,nature,medium,inland,tunisian,family,car,resort,129,1,medium,Bizerte
58,female,european,Djerba,luxury,high,inland,african,couple,public,airbnb,289,0,high,Sousse
33,female,european,Sousse,cultural,medium,inland,middle_eastern,family,plane,resort,111,1,medium,Tunis
59,female,african,Kairouan,adventure,medium,south,european,family,public,airbnb,102,1,high,Gabes
24,female,tunisian,Kairouan,adventure,high,coastal,american,solo,public,airbnb,223,0,high,Bizerte
33,female,african,Sousse,relaxation,medium,inland,african,solo,car,resort,154,0,low,Hammamet
52,male,european,Tunis,party,high,inland,mediterranean,solo,car,airbnb,209,0,high,Kairouan
43,female,african,Bizerte,luxury,high,coastal,tunisian,couple,public,hotel,337,0,high,Hammamet
23,female,european,Mahdia,adventure,high,north,mediterranean,family,public,airbnb,218,1,high,Tunis
62,male,tunisian,Tabarka,cultural,medium,inland,asian,friends,plane,hostel,114,1,medium,Sfax
41,female,african,Tabarka,adventure,medium,desert,african,friends,public,airbnb,158,1,high,Tozeur
69,male,tunisian,Tabarka,relaxation,low,inland,asian,family,car,resort,85,1,low,Gabes
31,female,african,Sfax,luxury,medium,north,middle_eastern,family,plane,hostel,136,1,high,Hammamet
63,female,other,Tabarka,relaxation,medium,inland,tunisian,couple,car,resort,179,0,low,Hammamet
38,male,tunisian,Tabarka,adventure,medium,north,european,friends,plane,airbnb,168,1,high,Mahdia
42,female,african,Tabarka,cultural,high,desert,european,couple,public,hotel,393,0,medium,Douz
57,female,other,Tunis,adventure,medium,inland,tunisian,family,plane,hotel,107,1,high,Douz
47,female,other,Douz,cultural,high,north,mediterranean,family,plane,airbnb,317,1,medium,Sfax
34,male,other,Tabarka,party,medium,coastal,indian,couple,public,airbnb,151,0,high,Sousse
53,female,european,Bizerte,luxury,medium,south,asian,family,car,hotel,141,1,high,Sfax
33,male,other,Bizerte,relaxation,low,inland,tunisian,friends,plane,hostel,54,1,low,Djerba
